,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
11682,84800018480950,2023,Vaakanainen-Lyubushkin,ANA,pairing,5on5,12,1033.0,107.0,0.64,0.61,0.52,9.32,1.26,0.67,2.27,0.31,4.99,3.5,1.09,1.21,1.05,10.0,3.0,12.0,25.0,1.0,2.0,1.0,3.0,0.0,4.0,3.0,9.0,12.0,4.0,8.0,5.0,7.0,1.0,2.0,9.0,3.0,1.0,0.39,0.44,0.42,0.0,1.0,0.0,24.04,13.0,12.7,1.0,0.14,0.57,0.57,0.82,0.79,0.78,8.0,0.7,0.65,2.16,0.34,4.88,3.27,0.66,0.71,0.66,10.0,2.0,4.0,16.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,9.0,11.0,0.0,0.0,3.0,11.0,3.0,7.0,9.0,2.0,1.0,0.16,0.33,0.2,1.0,0.0,0.0,15.91,12.0,12.04,6.0,0.13,0.2,0.2,0.63,0.63,0.61
3915,84740318475764,2020,Fowler-Shattenkirk,ANA,pairing,5on5,49,5256.0,285.0,0.5,0.58,0.57,52.67,3.51,3.35,12.99,1.87,31.24,24.03,3.46,3.45,3.41,46.0,31.0,25.0,102.0,2.0,2.0,0.0,8.0,0.0,24.0,41.0,44.0,75.0,6.0,12.0,28.0,27.0,6.0,10.0,66.0,11.0,0.0,2.23,1.28,0.0,2.0,0.0,0.0,98.53,77.0,74.38,5.0,0.68,0.16,0.16,4.03,3.95,3.91,41.78,3.57,2.69,9.31,1.28,22.71,18.44,3.48,3.64,3.55,43.0,15.0,16.0,74.0,5.0,3.0,1.0,8.0,1.0,23.0,18.0,38.0,53.0,4.0,8.0,23.0,27.0,5.0,11.0,44.0,11.0,3.0,1.3,1.2,1.08,2.0,2.0,1.0,76.39,58.0,59.78,8.0,0.55,1.08,1.08,3.04,3.15,3.12
13347,84754628480950,2023,Gudas-Lyubushkin,ANA,pairing,5on5,32,1462.0,232.0,0.54,0.5,0.57,14.48,0.86,0.87,3.52,0.57,7.37,6.81,0.83,0.83,0.8,16.0,4.0,4.0,24.0,0.0,2.0,0.0,1.0,0.0,7.0,10.0,16.0,20.0,1.0,2.0,0.0,16.0,4.0,4.0,16.0,4.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,23.47,20.0,19.47,2.0,0.18,0.19,0.19,0.85,0.82,0.78,11.15,0.73,0.6,2.94,0.38,5.79,4.57,0.73,0.78,0.78,11.0,4.0,9.0,24.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,11.0,15.0,1.0,2.0,4.0,9.0,6.0,4.0,13.0,2.0,0.0,0.39,0.35,0.0,0.0,0.0,0.0,25.58,15.0,15.78,0.0,0.13,0.0,0.0,0.86,0.91,0.91
9445,84751798475906,2022,Kulikov-Klingberg,ANA,pairing,5on5,27,9827.0,173.0,0.33,0.42,0.4,64.48,5.25,4.33,14.86,2.06,36.14,27.36,5.18,5.29,5.22,69.0,21.0,30.0,120.0,9.0,6.0,0.0,18.0,2.0,25.0,30.0,60.0,81.0,14.0,31.0,64.0,54.0,13.0,24.0,67.0,19.0,4.0,2.01,2.25,1.0,3.0,4.0,2.0,117.89,90.0,88.88,12.0,0.89,0.71,0.71,5.43,5.45,5.41,95.89,10.58,7.07,21.91,3.32,52.54,37.58,9.87,10.79,10.06,114.0,19.0,33.0,166.0,14.0,16.0,3.0,11.0,4.0,36.0,52.0,100.0,119.0,11.0,25.0,88.0,57.0,25.0,19.0,87.0,32.0,14.0,2.84,3.8,3.94,4.0,6.0,4.0,172.24,133.0,136.69,6.0,1.48,3.31,3.31,8.75,8.91,8.57
3972,84770188478491,2020,Hutton-Larsson,ANA,pairing,5on5,26,18614.0,85.0,0.42,0.44,0.45,134.86,9.71,8.76,32.83,4.38,77.65,56.68,9.41,9.6,9.3,133.0,57.0,54.0,244.0,4.0,8.0,0.0,38.0,4.0,68.0,68.0,129.0,186.0,16.0,41.0,139.0,117.0,30.0,43.0,155.0,29.0,6.0,4.31,3.39,2.01,1.0,3.0,0.0,238.96,190.0,186.28,21.0,1.78,2.06,2.23,9.27,9.22,9.04,157.91,13.54,11.16,38.48,5.48,92.8,67.54,13.17,13.81,13.45,166.0,63.0,76.0,305.0,18.0,17.0,5.0,35.0,8.0,69.0,82.0,148.0,211.0,15.0,39.0,125.0,163.0,42.0,62.0,176.0,44.0,9.0,5.56,5.31,2.67,11.0,3.0,4.0,314.75,229.0,235.61,33.0,2.3,2.82,3.18,12.65,13.06,12.88
1415,84735608479372,2019,Mahura-Holzer,ANA,pairing,5on5,5,1332.0,35.0,0.49,0.46,0.49,12.23,0.82,0.93,2.76,0.4,7.25,4.85,0.81,0.79,0.78,13.0,4.0,5.0,22.0,0.0,0.0,0.0,4.0,1.0,4.0,8.0,13.0,17.0,4.0,11.0,9.0,12.0,0.0,7.0,15.0,2.0,0.0,0.63,0.19,0.0,0.0,0.0,0.0,21.45,17.0,16.78,4.0,0.18,0.0,0.0,1.0,0.96,0.95,11.49,0.85,0.73,2.94,0.5,7.12,5.86,0.84,0.9,0.89,11.0,7.0,8.0,26.0,1.0,1.0,0.0,3.0,0.0,5.0,8.0,10.0,17.0,1.0,5.0,9.0,7.0,2.0,3.0,14.0,4.0,0.0,0.46,0.39,0.0,1.0,0.0,0.0,27.22,18.0,18.7,2.0,0.15,0.09,0.09,0.91,0.96,0.95
2381,84745848478425,2019,Del Zotto-Guhle,ANA,pairing,5on5,11,3653.0,58.0,0.39,0.43,0.47,30.36,1.91,1.84,7.64,1.11,18.61,13.9,1.9,1.81,1.8,29.0,16.0,6.0,51.0,2.0,1.0,0.0,8.0,1.0,12.0,21.0,27.0,43.0,4.0,11.0,25.0,32.0,2.0,17.0,39.0,5.0,1.0,1.03,0.67,0.21,1.0,1.0,0.0,48.39,45.0,43.01,10.0,0.37,0.07,0.07,2.21,2.1,2.09,35.68,3.02,2.75,8.93,1.5,19.98,14.82,2.95,3.17,3.1,37.0,14.0,17.0,68.0,4.0,4.0,1.0,4.0,2.0,17.0,20.0,33.0,47.0,6.0,15.0,25.0,29.0,5.0,13.0,38.0,11.0,2.0,1.12,1.5,0.41,3.0,1.0,0.0,73.07,51.0,53.96,9.0,0.57,0.43,0.43,3.16,3.32,3.29
6371,84757648477205,2021,Fowler-Sustr,ANA,pairing,5on5,19,3148.0,113.0,0.6,0.43,0.41,20.36,2.23,1.32,4.24,0.66,10.0,8.56,2.17,2.27,2.2,23.0,4.0,11.0,38.0,1.0,1.0,0.0,5.0,1.0,7.0,12.0,22.0,26.0,0.0,0.0,13.0,22.0,6.0,10.0,19.0,5.0,3.0,0.59,0.78,0.87,0.0,0.0,1.0,37.16,27.0,26.65,5.0,0.28,0.33,0.33,2.18,2.2,2.15,27.1,1.48,1.76,6.34,0.92,16.78,11.71,1.45,1.5,1.47,22.0,17.0,11.0,50.0,0.0,1.0,0.0,7.0,0.0,19.0,12.0,22.0,39.0,3.0,6.0,21.0,23.0,5.0,12.0,37.0,2.0,0.0,1.22,0.26,0.0,0.0,0.0,0.0,51.88,39.0,40.06,5.0,0.35,0.03,0.03,1.79,1.83,1.79
6362,84757648479372,2021,Fowler-Mahura,ANA,pairing,5on5,11,3391.0,58.0,0.44,0.52,0.5,24.51,1.67,1.56,5.75,0.73,13.13,10.15,1.59,1.66,1.58,21.0,12.0,19.0,52.0,1.0,0.0,0.0,6.0,0.0,9.0,17.0,20.0,32.0,3.0,9.0,24.0,18.0,8.0,8.0,26.0,7.0,0.0,0.86,0.81,0.0,0.0,1.0,0.0,50.9,33.0,32.35,6.0,0.32,0.0,0.19,1.8,1.79,1.77,23.84,2.12,1.56,5.75,0.77,13.0,9.8,2.02,2.11,2.01,23.0,10.0,15.0,48.0,2.0,5.0,0.0,5.0,0.0,9.0,12.0,21.0,31.0,4.0,11.0,20.0,22.0,1.0,6.0,26.0,5.0,2.0,0.81,0.69,0.63,2.0,0.0,0.0,49.24,33.0,33.49,3.0,0.32,0.96,0.96,1.48,1.51,1.48
7810,84772058481122,2021,Benoit-Sustr,ANA,pairing,5on5,14,9194.0,46.0,0.52,0.45,0.47,69.51,5.89,4.84,16.18,2.36,38.93,28.79,5.53,5.88,5.53,74.0,23.0,22.0,119.0,6.0,5.0,0.0,14.0,1.0,36.0,35.0,68.0,91.0,9.0,26.0,48.0,71.0,17.0,20.0,68.0,25.0,4.0,1.87,2.94,1.08,2.0,4.0,0.0,118.79,97.0,96.71,10.0,1.0,1.02,1.02,5.87,5.88,5.68,75.28,5.38,5.19,18.32,2.62,44.67,31.82,5.15,5.49,5.25,80.0,28.0,35.0,143.0,4.0,7.0,0.0,20.0,2.0,34.0,41.0,76.0,104.0,13.0,32.0,65.0,64.0,18.0,21.0,88.0,16.0,4.0,2.58,1.82,0.99,1.0,3.0,0.0,146.37,108.0,110.27,10.0,1.06,1.08,1.08,5.36,5.46,5.32
7784,84757648478425,2021,Fowler-Guhle,ANA,pairing,5on5,3,2257.0,7.0,0.48,0.44,0.4,11.97,0.99,0.83,2.63,0.4,7.7,5.45,0.97,0.96,0.93,11.0,7.0,9.0,27.0,4.0,1.0,1.0,1.0,0.0,4.0,8.0,7.0,14.0,1.0,2.0,17.0,18.0,3.0,6.0,14.0,4.0,0.0,0.48,0.51,0.0,3.0,1.0,0.0,25.62,18.0,17.33,4.0,0.17,0.19,0.19,0.97,0.93,0.92,19.34,1.09,1.06,4.73,0.61,10.54,8.97,1.04,1.15,1.09,24.0,3.0,8.0,35.0,3.0,2.0,1.0,7.0,0.0,8.0,7.0,21.0,24.0,1.0,2.0,19.0,20.0,1.0,7.0,24.0,2.0,1.0,0.62,0.25,0.23,2.0,0.0,1.0,37.08,27.0,28.3,5.0,0.21,0.28,0.28,1.03,1.07,1.06
9468,84751798480001,2022,Kulikov-Vaakanainen,ANA,pairing,5on5,20,2042.0,178.0,0.48,0.44,0.41,13.34,1.39,0.89,2.77,0.43,7.05,5.46,1.32,1.46,1.38,15.0,3.0,8.0,26.0,1.0,1.0,1.0,3.0,0.0,4.0,9.0,14.0,17.0,0.0,0.0,4.0,13.0,2.0,5.0,11.0,6.0,1.0,0.28,0.79,0.33,0.0,0.0,1.0,25.89,18.0,17.87,1.0,0.19,0.33,0.33,1.26,1.29,1.28,18.92,1.48,1.29,4.64,0.68,10.06,7.85,1.46,1.5,1.47,21.0,5.0,7.0,33.0,1.0,1.0,0.0,1.0,1.0,8.0,14.0,20.0,25.0,1.0,2.0,10.0,17.0,4.0,1.0,20.0,5.0,1.0,0.61,0.66,0.22,1.0,0.0,0.0,33.75,26.0,26.77,0.0,0.27,0.15,0.15,1.6,1.61,1.6
1352,84745848476854,2019,Del Zotto-Lindholm,ANA,pairing,5on5,21,3094.0,123.0,0.55,0.54,0.55,30.05,2.14,1.93,7.46,0.97,17.59,12.91,2.12,2.12,2.1,30.0,13.0,10.0,53.0,2.0,2.0,0.0,5.0,1.0,12.0,21.0,28.0,41.0,3.0,6.0,23.0,23.0,7.0,8.0,37.0,5.0,1.0,1.06,0.6,0.48,2.0,0.0,0.0,52.52,43.0,42.55,2.0,0.4,0.63,0.63,1.91,1.88,1.87,24.34,1.76,1.47,6.01,0.78,14.34,10.63,1.73,1.79,1.76,25.0,10.0,10.0,45.0,1.0,1.0,0.0,9.0,0.0,6.0,18.0,24.0,34.0,3.0,6.0,19.0,22.0,2.0,8.0,29.0,5.0,1.0,0.9,0.58,0.28,0.0,1.0,0.0,45.09,35.0,35.11,3.0,0.3,0.28,0.28,1.79,1.82,1.8
9456,84757648475906,2022,Fowler-Klingberg,ANA,pairing,5on5,50,13049.0,239.0,0.46,0.48,0.46,112.44,9.93,7.33,26.88,3.62,59.77,45.48,9.39,9.61,9.12,112.0,41.0,53.0,206.0,8.0,14.0,2.0,28.0,4.0,41.0,58.0,104.0,145.0,10.0,20.0,102.0,36.0,30.0,32.0,108.0,38.0,7.0,3.12,4.83,1.98,5.0,1.0,2.0,198.05,153.0,148.42,21.0,1.53,2.91,2.36,9.09,8.86,8.69,126.47,11.65,8.58,30.52,4.37,70.82,51.06,10.78,11.99,11.06,137.0,40.0,48.0,225.0,10.0,15.0,1.0,25.0,4.0,56.0,67.0,127.0,167.0,9.0,18.0,142.0,81.0,21.0,34.0,131.0,35.0,11.0,4.13,4.18,3.34,4.0,4.0,2.0,232.72,177.0,181.5,17.0,1.78,3.45,3.45,9.98,10.22,10.02
3299,84779388478491,2020,Fleury-Larsson,ANA,pairing,5on5,7,891.0,39.0,0.27,0.32,0.32,4.88,0.27,0.28,1.38,0.19,2.67,2.21,0.27,0.28,0.28,2.0,5.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,2.0,7.0,1.0,2.0,7.0,9.0,1.0,3.0,6.0,1.0,0.0,0.18,0.09,0.0,0.0,0.0,0.0,9.08,7.0,7.02,3.0,0.06,0.04,0.04,0.29,0.29,0.29,10.66,0.75,0.64,2.65,0.39,5.95,4.63,0.73,0.75,0.74,11.0,4.0,4.0,19.0,1.0,2.0,0.0,3.0,1.0,2.0,6.0,10.0,14.0,1.0,2.0,1.0,2.0,2.0,0.0,12.0,3.0,0.0,0.37,0.37,0.0,1.0,0.0,0.0,19.61,15.0,15.68,0.0,0.13,0.18,0.18,0.7,0.7,0.69
367,84763128478491,2019,Larsson-Manson,ANA,pairing,5on5,31,2274.0,211.0,0.42,0.33,0.36,15.91,1.11,0.88,4.4,0.52,8.35,6.74,1.1,1.11,1.1,16.0,6.0,5.0,27.0,2.0,0.0,0.0,2.0,2.0,4.0,12.0,14.0,20.0,2.0,4.0,8.0,22.0,6.0,5.0,17.0,4.0,1.0,0.36,0.51,0.24,0.0,2.0,0.0,26.97,22.0,22.16,3.0,0.18,0.0,0.0,1.29,1.29,1.28,28.2,1.53,1.61,7.04,0.89,15.56,12.37,1.51,1.58,1.55,26.0,13.0,15.0,54.0,0.0,1.0,0.0,6.0,1.0,13.0,18.0,26.0,39.0,0.0,0.0,8.0,13.0,6.0,4.0,35.0,3.0,1.0,0.95,0.38,0.21,0.0,0.0,0.0,54.12,39.0,39.3,2.0,0.32,0.11,0.11,1.75,1.79,1.78
1387,84745848479372,2019,Manson-Del Zotto,ANA,pairing,5on5,5,882.0,33.0,0.53,0.57,0.58,9.56,0.54,0.62,2.16,0.3,6.1,4.27,0.53,0.54,0.53,11.0,3.0,2.0,16.0,0.0,0.0,0.0,5.0,0.0,3.0,6.0,11.0,14.0,1.0,2.0,12.0,6.0,1.0,4.0,12.0,2.0,0.0,0.34,0.2,0.0,0.0,0.0,0.0,15.51,14.0,13.69,1.0,0.13,0.0,0.0,0.66,0.66,0.66,7.69,0.48,0.42,1.76,0.22,4.17,2.94,0.48,0.51,0.51,8.0,2.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,8.0,10.0,0.0,0.0,2.0,4.0,3.0,1.0,8.0,2.0,0.0,0.22,0.26,0.0,0.0,0.0,0.0,12.89,10.0,10.8,1.0,0.08,0.0,0.0,0.57,0.61,0.61
10029,84751798476470,2022,Kulikov-Beaulieu,ANA,pairing,5on5,16,1528.0,130.0,0.33,0.36,0.31,6.84,0.56,0.49,1.73,0.24,4.09,2.89,0.55,0.57,0.56,6.0,4.0,4.0,14.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,6.0,10.0,3.0,6.0,8.0,13.0,1.0,3.0,8.0,1.0,1.0,0.2,0.11,0.24,0.0,0.0,0.0,13.69,10.0,9.96,2.0,0.1,0.27,0.27,0.39,0.39,0.39,16.32,1.13,0.99,3.63,0.49,9.05,6.71,1.11,1.17,1.16,20.0,2.0,3.0,25.0,3.0,1.0,1.0,0.0,1.0,9.0,8.0,17.0,19.0,2.0,4.0,6.0,9.0,2.0,3.0,19.0,1.0,2.0,0.55,0.11,0.47,2.0,0.0,1.0,26.8,22.0,23.19,3.0,0.2,0.22,0.22,1.1,1.17,1.15
6423,84757648476854,2021,Fowler-Lindholm,ANA,pairing,5on5,24,909.0,193.0,0.44,0.6,0.59,9.71,0.63,0.59,2.33,0.28,4.87,4.3,0.63,0.64,0.64,11.0,2.0,2.0,15.0,1.0,0.0,0.0,2.0,0.0,1.0,9.0,10.0,12.0,1.0,2.0,6.0,6.0,3.0,4.0,11.0,1.0,1.0,0.25,0.17,0.21,0.0,1.0,0.0,14.72,13.0,12.88,1.0,0.12,0.0,0.0,0.75,0.77,0.76,6.72,0.81,0.58,1.36,0.21,3.55,2.49,0.81,0.81,0.81,7.0,2.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,7.0,0.0,0.0,1.0,4.0,3.0,6.0,5.0,3.0,1.0,0.23,0.36,0.22,0.0,1.0,1.0,10.28,9.0,9.19,3.0,0.12,0.0,0.0,0.93,0.94,0.94
3295,84757648482142,2020,Fowler-Drysdale,ANA,pairing,5on5,16,2140.0,126.0,0.3,0.48,0.44,15.77,0.94,0.91,3.81,0.49,9.4,7.43,0.94,0.95,0.95,16.0,7.0,9.0,32.0,1.0,0.0,0.0,3.0,0.0,5.0,14.0,15.0,22.0,3.0,6.0,14.0,9.0,3.0,3.0,21.0,2.0,0.0,0.69,0.25,0.0,1.0,0.0,0.0,31.48,23.0,22.58,2.0,0.18,0.0,0.0,1.13,1.13,1.13,20.4,2.24,1.65,4.1,0.64,11.91,8.46,2.2,2.25,2.21,22.0,7.0,6.0,35.0,3.0,0.0,0.0,5.0,2.0,12.0,7.0,19.0,26.0,3.0,6.0,17.0,7.0,4.0,5.0,18.0,9.0,2.0,0.62,1.17,0.45,2.0,1.0,0.0,36.55,29.0,30.18,3.0,0.35,0.0,0.0,2.59,2.6,2.55
3932,84740318476854,2020,Lindholm-Shattenkirk,ANA,pairing,5on5,18,17806.0,26.0,0.53,0.52,0.54,154.98,11.81,10.04,37.55,5.0,88.37,64.22,11.47,11.8,11.47,152.0,65.0,71.0,288.0,10.0,11.0,1.0,42.0,7.0,70.0,77.0,142.0,207.0,22.0,42.0,161.0,126.0,26.0,39.0,170.0,36.0,11.0,4.47,4.36,2.98,2.0,7.0,1.0,285.15,217.0,215.81,17.0,2.06,2.29,2.29,11.58,11.6,11.4,128.99,10.69,8.48,32.25,4.36,74.09,54.14,10.25,10.9,10.44,119.0,65.0,85.0,269.0,12.0,12.0,4.0,28.0,3.0,59.0,70.0,107.0,172.0,13.0,26.0,153.0,110.0,32.0,49.0,147.0,26.0,11.0,4.33,3.14,3.22,2.0,6.0,4.0,273.51,184.0,186.52,28.0,1.74,2.99,2.62,9.81,9.93,9.77
5107,84740318480001,2021,Vaakanainen-Shattenkirk,ANA,pairing,5on5,14,6256.0,57.0,0.38,0.43,0.41,40.01,3.31,2.97,8.97,1.41,23.14,18.19,3.22,3.19,3.11,45.0,13.0,24.0,82.0,4.0,4.0,2.0,5.0,2.0,18.0,25.0,41.0,54.0,2.0,4.0,38.0,36.0,14.0,19.0,44.0,11.0,3.0,1.34,1.26,0.7,2.0,2.0,0.0,79.76,58.0,56.36,10.0,0.61,0.77,0.77,3.14,3.05,3.02,59.63,5.33,4.23,12.88,1.9,33.31,24.35,5.22,5.62,5.5,58.0,24.0,28.0,110.0,8.0,3.0,0.0,10.0,0.0,25.0,36.0,50.0,74.0,4.0,8.0,42.0,37.0,6.0,24.0,58.0,21.0,3.0,1.78,2.76,0.78,4.0,4.0,0.0,113.94,82.0,85.38,13.0,0.88,0.51,0.51,5.69,5.98,5.92
5062,84793728481122,2021,Mahura-Benoit,ANA,pairing,5on5,5,2762.0,21.0,0.57,0.48,0.49,21.3,1.69,1.4,4.87,0.78,12.52,9.75,1.66,1.74,1.72,19.0,12.0,8.0,39.0,1.0,1.0,1.0,3.0,1.0,7.0,18.0,18.0,30.0,6.0,12.0,15.0,32.0,1.0,3.0,27.0,3.0,1.0,0.78,0.37,0.54,0.0,0.0,1.0,38.15,31.0,29.97,1.0,0.28,0.54,0.54,1.43,1.4,1.39,22.56,1.29,1.54,5.4,0.7,12.98,10.1,1.28,1.36,1.36,21.0,11.0,11.0,43.0,3.0,0.0,0.0,3.0,0.0,11.0,15.0,18.0,29.0,6.0,12.0,23.0,30.0,3.0,3.0,27.0,5.0,0.0,0.64,0.65,0.0,1.0,2.0,0.0,44.93,32.0,33.83,2.0,0.32,0.0,0.0,1.6,1.7,1.69
9652,84757648478841,2022,Fowler-White,ANA,pairing,5on5,35,3789.0,238.0,0.32,0.42,0.4,23.24,1.64,1.45,5.66,0.73,12.82,9.7,1.55,1.56,1.47,24.0,8.0,15.0,47.0,1.0,3.0,0.0,5.0,1.0,13.0,9.0,23.0,31.0,9.0,21.0,19.0,17.0,2.0,7.0,25.0,6.0,1.0,0.71,0.59,0.33,1.0,0.0,0.0,45.32,32.0,31.05,3.0,0.29,0.45,0.44,1.49,1.45,1.43,35.85,3.46,2.49,8.0,1.06,19.8,14.17,3.36,3.54,3.44,34.0,15.0,16.0,65.0,3.0,2.0,0.0,7.0,3.0,16.0,18.0,31.0,46.0,7.0,17.0,21.0,23.0,6.0,11.0,36.0,11.0,2.0,1.12,1.57,0.78,0.0,3.0,0.0,67.36,49.0,50.89,2.0,0.52,0.71,0.71,3.27,3.39,3.37
2621,84757648476312,2020,Fowler-Manson,ANA,pairing,5on5,19,4178.0,146.0,0.36,0.47,0.38,25.86,2.13,1.75,5.43,0.77,14.19,10.74,2.07,2.22,2.16,30.0,5.0,23.0,58.0,4.0,2.0,1.0,6.0,0.0,15.0,8.0,26.0,31.0,2.0,4.0,33.0,25.0,7.0,8.0,25.0,9.0,1.0,0.74,1.19,0.2,0.0,3.0,1.0,59.19,35.0,35.55,6.0,0.36,0.4,0.4,2.1,2.16,2.14,41.6,3.71,2.84,9.26,1.32,23.77,17.1,3.64,3.65,3.58,44.0,14.0,8.0,66.0,1.0,3.0,0.0,14.0,4.0,19.0,17.0,43.0,57.0,1.0,2.0,23.0,32.0,4.0,12.0,41.0,13.0,4.0,1.02,1.56,1.13,0.0,0.0,1.0,65.71,58.0,57.89,6.0,0.58,0.69,0.69,3.6,3.53,3.48
3702,84740318477018,2020,Hutton-Shattenkirk,ANA,pairing,5on5,26,5521.0,160.0,0.53,0.56,0.54,55.36,4.6,3.43,12.86,1.72,29.46,23.94,4.49,4.74,4.63,54.0,22.0,27.0,103.0,6.0,2.0,0.0,11.0,0.0,18.0,39.0,48.0,70.0,7.0,17.0,36.0,44.0,10.0,13.0,58.0,13.0,5.0,1.48,1.78,1.35,2.0,3.0,1.0,104.43,76.0,76.97,6.0,0.71,0.45,0.66,4.65,4.77,4.73,46.01,4.01,3.18,10.91,1.5,25.93,19.47,3.91,4.09,3.99,48.0,17.0,16.0,81.0,3.0,3.0,0.0,13.0,1.0,20.0,25.0,45.0,62.0,2.0,7.0,25.0,38.0,10.0,13.0,51.0,10.0,4.0,1.64,1.37,1.0,0.0,1.0,2.0,81.58,65.0,65.43,7.0,0.66,0.74,0.74,3.93,4.05,3.96
9754,84757648476470,2022,Fowler-Beaulieu,ANA,pairing,5on5,25,2429.0,219.0,0.55,0.51,0.51,21.5,1.69,1.23,5.82,0.72,10.7,8.84,1.65,1.7,1.65,19.0,10.0,7.0,36.0,1.0,3.0,0.0,8.0,0.0,8.0,9.0,18.0,28.0,4.0,14.0,17.0,14.0,3.0,5.0,21.0,6.0,2.0,0.58,0.64,0.48,1.0,0.0,0.0,35.06,29.0,28.22,0.0,0.25,0.59,0.59,1.36,1.34,1.33,20.52,1.4,1.35,5.02,0.64,11.39,8.2,1.32,1.43,1.35,20.0,8.0,7.0,35.0,2.0,1.0,0.0,3.0,0.0,9.0,13.0,18.0,26.0,6.0,18.0,22.0,10.0,2.0,2.0,21.0,7.0,0.0,0.66,0.73,0.0,1.0,1.0,0.0,36.18,28.0,28.63,0.0,0.28,0.09,0.09,1.58,1.62,1.53
12186,84816058483490,2023,Mintyukov-Lacombe,ANA,pairing,5on5,40,7911.0,250.0,0.5,0.48,0.46,52.66,4.94,3.39,12.65,1.77,28.57,21.68,4.5,4.93,4.49,48.0,25.0,35.0,108.0,3.0,7.0,1.0,13.0,0.0,19.0,31.0,45.0,70.0,11.0,22.0,49.0,50.0,29.0,11.0,55.0,10.0,8.0,1.58,1.23,2.13,1.0,1.0,1.0,106.95,73.0,72.64,4.0,0.71,1.49,1.49,4.16,4.11,3.96,60.25,5.01,3.89,14.95,2.07,33.99,25.1,4.75,5.14,4.87,54.0,31.0,34.0,119.0,7.0,11.0,3.0,10.0,0.0,29.0,28.0,47.0,78.0,7.0,14.0,57.0,41.0,19.0,14.0,67.0,14.0,4.0,1.89,1.86,1.26,2.0,3.0,2.0,122.69,85.0,86.8,5.0,0.8,2.25,2.25,3.57,3.63,3.53
