,team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
61,ARI,2019,ARI,ARI,Team Level,all,70,0.5,0.49,0.48,255607.0,2159.27,196.58,148.28,491.54,70.04,1189.86,893.88,190.24,197.19,190.88,2218.0,775.0,920.0,3913.0,190.0,158.0,28.0,509.0,57.0,898.0,1181.0,2028.0,2803.0,211.0,438.0,1957.0,1376.0,464.0,606.0,2273.0,525.0,195.0,64.18,65.4,66.99,66.0,59.0,65.0,3932.13,2993.0,3004.69,338.0,32.34,36.22,36.22,192.5,193.31,189.64,2268.66,197.13,156.49,518.46,74.19,1286.1,950.96,190.62,197.3,190.74,2259.0,929.0,954.0,4142.0,183.0,175.0,32.0,524.0,85.0,1012.0,1209.0,2076.0,3005.0,232.0,493.0,2022.0,1623.0,444.0,693.0,2436.0,591.0,161.0,70.22,71.05,55.86,64.0,60.0,59.0,4133.53,3188.0,3185.41,357.0,34.21,34.36,34.41,196.6,196.34,192.61
62,ARI,2019,ARI,ARI,Team Level,5on5,70,0.5,0.48,0.48,206941.0,1738.42,140.24,114.47,411.34,56.04,956.78,725.33,136.01,140.86,136.64,1761.0,646.0,756.0,3163.0,130.0,127.0,22.0,427.0,49.0,717.0,957.0,1631.0,2277.0,188.0,392.0,1529.0,1294.0,394.0,510.0,1860.0,421.0,126.0,52.59,52.46,35.19,53.0,48.0,29.0,3182.13,2407.0,2418.69,299.0,23.66,28.96,29.21,134.49,135.3,133.41,1823.08,141.57,119.65,433.19,59.41,1034.61,773.64,137.59,141.72,137.7,1787.0,776.0,806.0,3369.0,129.0,130.0,24.0,442.0,66.0,814.0,982.0,1658.0,2434.0,207.0,440.0,1591.0,1489.0,359.0,582.0,1994.0,474.0,95.0,57.67,56.59,27.31,53.0,45.0,31.0,3360.53,2563.0,2560.4,311.0,24.62,24.68,24.92,141.2,140.94,138.87
63,ARI,2019,ARI,ARI,Team Level,4on5,70,0.21,0.18,0.2,18544.0,68.33,6.77,3.36,9.25,2.12,20.89,48.61,6.62,6.77,6.62,81.0,10.0,8.0,99.0,3.0,3.0,1.0,4.0,0.0,16.0,65.0,78.0,88.0,6.0,12.0,146.0,45.0,33.0,25.0,65.0,17.0,9.0,1.87,2.35,2.55,1.0,1.0,1.0,99.0,91.0,91.0,23.0,0.77,0.91,0.91,6.63,6.63,6.61,259.83,25.84,23.83,54.25,8.64,166.65,88.87,24.68,25.84,24.68,279.0,90.0,95.0,464.0,32.0,26.0,6.0,56.0,9.0,131.0,115.0,247.0,337.0,15.0,30.0,178.0,26.0,18.0,66.0,275.0,71.0,23.0,6.87,8.7,10.26,6.0,14.0,12.0,464.0,369.0,369.0,13.0,6.02,5.06,4.87,26.93,26.93,25.96
296,ARI,2020,ARI,ARI,Team Level,all,56,0.47,0.48,0.48,203959,1557.75,140.45,109.15,359.55,50.95,885.25,636.68,135.76,140.06,135.4,1536,646,735,2917,150,139,24,359,41,653,840,1386,2032,189,420,1525,1447,314,366,1674,364,144,47.13,44.39,48.92,65,39,46,2892.81,2182,2167.09,187,23.79,29.2,29.26,134.97,134.49,132.1,1685.91,161.41,118.0,384.49,55.0,958.81,689.3,155.14,162.95,156.63,1710,657,760,3127,174,144,27,406,52,732,860,1536,2193,202,438,1583,1152,247,389,1808,398,161,53.36,48.26,59.79,62,57,55,3165.77,2367,2392.58,181,25.98,33.58,33.58,153.81,155.28,151.9
297,ARI,2020,ARI,ARI,Team Level,5on5,56,0.48,0.49,0.49,163336,1239.69,96.62,83.31,298.22,40.95,700.05,518.86,93.78,96.24,93.42,1208,530,580,2318,99,114,19,303,34,507,681,1109,1639,155,341,1171,1358,271,311,1366,286,86,38.54,35.03,23.05,48,34,17,2293.81,1738,1723.09,160,17.13,21.79,22.18,91.58,91.08,89.95,1305.17,103.95,87.87,311.54,42.66,738.49,548.49,100.65,105.49,102.14,1312,521,608,2441,115,107,16,330,37,549,696,1197,1718,176,387,1204,1066,201,328,1431,318,84,42.5,38.43,23.02,48,47,20,2479.77,1833,1858.58,155,18.14,19.7,19.7,102.4,103.87,102.18
298,ARI,2020,ARI,ARI,Team Level,4on5,56,0.08,0.11,0.11,16171,30.42,2.72,1.46,4.14,0.86,9.35,21.46,2.72,2.72,2.72,33,7,13,53,1,0,0,2,2,7,28,32,39,5,10,131,45,20,16,29,8,3,0.82,1.13,0.78,1,0,0,53.0,40,40.0,12,0.34,0.0,0.0,3.06,3.06,3.06,240.43,31.61,21.14,49.21,7.71,149.8,77.53,29.74,31.61,29.74,247,90,108,445,28,29,9,47,11,129,93,219,309,10,18,140,20,8,29,252,47,38,6.9,5.67,19.04,7,5,16,445.0,337,337.0,3,5.32,10.99,10.99,25.93,25.93,25.02
299,ARI,2020,ARI,ARI,Team Level,5on4,56,0.87,0.87,0.84,17327,207.51,23.87,18.39,43.24,6.64,132.69,69.16,22.58,23.87,22.58,205,89,100,394,33,18,4,40,4,103,96,172,261,18,47,153,19,12,23,219,48,27,5.71,5.63,12.52,14,4,15,394.0,294,294.0,3,4.59,5.06,4.73,23.74,23.74,22.83,40.35,3.53,1.98,5.79,1.19,12.75,28.76,3.43,3.53,3.43,43,11,3,57,3,1,0,5,0,5,40,40,51,8,19,143,46,26,18,40,9,5,1.18,1.1,1.25,0,3,0,57.0,54,54.0,16,0.46,0.28,0.28,3.72,3.72,3.68
589,ARI,2022,ARI,ARI,Team Level,5on4,82,0.84,0.84,0.83,23426.0,283.28,38.52,26.58,56.35,8.98,171.0,88.56,34.52,38.52,34.52,286.0,104.0,123.0,513.0,42.0,27.0,3.0,57.0,5.0,145.0,114.0,244.0,348.0,19.0,36.0,185.0,30.0,9.0,68.0,262.0,81.0,47.0,6.98,9.69,21.85,7.0,12.0,23.0,513.0,390.0,390.0,7.0,6.88,5.03,4.74,40.65,40.65,37.05,59.29,7.15,3.49,8.76,1.93,19.73,39.94,6.92,7.15,6.92,69.0,12.0,18.0,99.0,5.0,2.0,1.0,5.0,1.0,10.0,58.0,64.0,76.0,6.0,12.0,181.0,61.0,50.0,16.0,50.0,22.0,9.0,1.68,2.73,2.74,2.0,1.0,2.0,99.0,81.0,81.0,12.0,0.8,0.94,0.94,7.0,7.0,6.91
588,ARI,2022,ARI,ARI,Team Level,4on5,82,0.08,0.08,0.09,30427.0,54.78,6.23,2.87,7.98,1.68,16.83,37.39,6.13,6.23,6.13,63.0,10.0,8.0,81.0,5.0,4.0,0.0,2.0,0.0,9.0,53.0,58.0,68.0,11.0,24.0,227.0,88.0,57.0,42.0,43.0,20.0,10.0,1.27,2.33,2.62,1.0,3.0,1.0,81.0,73.0,73.0,38.0,0.65,1.15,1.15,5.74,5.74,5.69,562.27,75.11,50.67,118.65,18.89,335.69,176.0,68.37,75.11,68.37,546.0,229.0,219.0,994.0,79.0,65.0,9.0,94.0,14.0,320.0,203.0,467.0,696.0,16.0,32.0,326.0,38.0,21.0,56.0,543.0,143.0,89.0,14.73,17.82,42.55,15.0,20.0,44.0,994.0,775.0,775.0,3.0,13.15,11.45,11.45,76.81,76.81,71.37
587,ARI,2022,ARI,ARI,Team Level,5on5,82,0.45,0.45,0.45,236623.0,1701.67,153.64,115.24,402.34,55.46,936.25,685.07,148.53,151.7,146.64,1661.0,687.0,802.0,3150.0,151.0,149.0,22.0,341.0,40.0,779.0,888.0,1510.0,2197.0,323.0,746.0,1617.0,1944.0,399.0,656.0,1709.0,493.0,146.0,52.5,60.24,40.91,59.0,57.0,35.0,3081.41,2348.0,2312.16,383.0,23.86,30.57,30.85,146.66,144.77,142.23,2097.46,188.62,142.38,503.07,68.63,1148.36,847.95,181.74,192.03,184.99,2090.0,809.0,932.0,3831.0,181.0,182.0,28.0,464.0,71.0,990.0,1011.0,1909.0,2718.0,267.0,632.0,1872.0,1709.0,447.0,559.0,2085.0,651.0,163.0,64.49,80.91,43.22,76.0,72.0,33.0,3927.48,2899.0,2955.09,270.0,29.59,35.09,35.15,183.06,186.24,182.67
586,ARI,2022,ARI,ARI,Team Level,all,82,0.42,0.43,0.43,299509.0,2151.24,223.54,152.25,486.02,69.85,1182.09,849.24,212.72,221.59,210.84,2121.0,842.0,991.0,3954.0,225.0,194.0,27.0,415.0,48.0,984.0,1097.0,1896.0,2738.0,359.0,818.0,2127.0,2095.0,487.0,792.0,2084.0,641.0,238.0,63.78,78.39,81.36,70.0,78.0,77.0,3885.41,2963.0,2927.16,436.0,33.55,40.14,40.14,216.95,215.06,208.19,2899.68,313.28,210.17,661.22,95.39,1598.78,1124.17,296.24,316.69,299.48,2875.0,1128.0,1226.0,5229.0,295.0,269.0,44.0,589.0,90.0,1409.0,1351.0,2580.0,3708.0,292.0,682.0,2508.0,1843.0,539.0,650.0,2788.0,897.0,318.0,85.76,111.94,115.58,95.0,105.0,95.0,5325.48,4003.0,4059.09,293.0,47.59,55.7,55.75,305.12,308.29,297.08
585,ARI,2022,ARI,ARI,Team Level,other,82,0.37,0.41,0.38,9033.0,111.52,25.14,7.56,19.34,3.73,58.0,38.22,23.55,25.14,23.55,111.0,41.0,58.0,210.0,27.0,14.0,2.0,15.0,3.0,51.0,42.0,84.0,125.0,6.0,12.0,98.0,33.0,22.0,26.0,70.0,47.0,35.0,3.04,6.12,15.99,3.0,6.0,18.0,210.0,152.0,152.0,8.0,2.15,3.4,3.4,23.9,23.9,23.21,180.66,42.4,13.63,30.75,5.93,94.99,60.28,39.2,42.4,39.2,170.0,78.0,57.0,305.0,30.0,20.0,6.0,26.0,4.0,89.0,79.0,140.0,218.0,3.0,6.0,129.0,35.0,21.0,19.0,110.0,81.0,57.0,4.87,10.48,27.06,2.0,12.0,16.0,305.0,248.0,248.0,8.0,4.05,8.22,8.22,38.24,38.24,36.13
741,ARI,2023,ARI,ARI,Team Level,all,82,0.48,0.48,0.47,297842.0,2450.11,248.07,167.77,584.96,82.06,1326.72,959.43,237.38,247.68,237.03,2275.0,1094.0,1281.0,4650.0,254.0,254.0,28.0,464.0,9.0,1181.0,1207.0,2021.0,3115.0,329.0,754.0,2113.0,1848.0,474.0,669.0,2492.0,584.0,293.0,70.97,72.86,104.25,89.0,79.0,86.0,4628.24,3369.0,3353.85,336.0,37.16,48.72,48.81,236.43,236.2,229.96,2739.13,273.42,187.9,660.8,94.19,1488.64,1081.06,257.56,275.0,259.13,2600.0,1186.0,1344.0,5130.0,274.0,265.0,30.0,562.0,9.0,1302.0,1374.0,2326.0,3512.0,319.0,733.0,2574.0,2009.0,538.0,629.0,2812.0,666.0,308.0,80.73,81.53,111.17,109.0,76.0,89.0,5174.24,3786.0,3822.23,305.0,42.27,54.14,54.14,261.56,262.86,252.98
742,ARI,2023,ARI,ARI,Team Level,5on5,82,0.48,0.49,0.48,239325.0,1925.32,162.66,127.03,484.3,65.34,1041.26,769.41,156.69,162.26,156.34,1773.0,877.0,1074.0,3724.0,172.0,214.0,23.0,393.0,6.0,904.0,961.0,1601.0,2478.0,296.0,682.0,1638.0,1698.0,399.0,579.0,2028.0,444.0,178.0,57.35,55.69,49.62,77.0,62.0,33.0,3702.24,2650.0,2634.85,310.0,26.41,39.39,39.92,149.14,148.91,146.26,2086.59,173.26,135.14,529.79,71.52,1124.22,849.06,166.49,174.84,168.06,1970.0,913.0,1067.0,3950.0,172.0,203.0,22.0,435.0,8.0,980.0,1085.0,1798.0,2711.0,288.0,660.0,1948.0,1869.0,467.0,538.0,2221.0,489.0,173.0,63.55,60.04,49.69,89.0,52.0,31.0,3994.24,2883.0,2919.23,278.0,28.07,40.77,40.83,160.5,161.79,159.06
64,ARI,2019,ARI,ARI,Team Level,5on4,70,0.82,0.83,0.8,21003.0,261.18,30.14,24.08,54.58,8.84,162.44,86.93,29.33,30.14,29.33,277.0,90.0,110.0,477.0,38.0,25.0,5.0,59.0,7.0,123.0,115.0,239.0,329.0,11.0,22.0,191.0,15.0,17.0,49.0,266.0,67.0,34.0,6.52,8.26,15.36,8.0,10.0,20.0,477.0,367.0,367.0,5.0,6.09,5.37,5.12,31.11,31.11,30.47,65.06,6.53,3.64,9.15,2.06,21.6,46.08,6.44,6.53,6.44,73.0,17.0,7.0,97.0,4.0,3.0,1.0,6.0,1.0,17.0,59.0,69.0,86.0,4.0,8.0,160.0,73.0,39.0,26.0,66.0,14.0,10.0,1.83,2.04,2.67,0.0,0.0,4.0,97.0,90.0,90.0,24.0,0.84,0.7,0.7,6.6,6.6,6.57
744,ARI,2023,ARI,ARI,Team Level,5on4,82,0.9,0.86,0.84,22994.0,321.5,46.17,27.83,65.95,10.16,190.09,100.8,43.58,46.17,43.58,306.0,135.0,135.0,576.0,51.0,27.0,2.0,53.0,3.0,180.0,127.0,255.0,390.0,11.0,25.0,184.0,26.0,10.0,53.0,299.0,84.0,58.0,8.77,9.83,27.57,5.0,14.0,32.0,576.0,441.0,441.0,6.0,7.28,4.94,4.49,48.96,48.96,46.88,63.69,5.12,3.05,9.7,2.03,21.18,45.91,5.09,5.12,5.09,70.0,17.0,9.0,96.0,7.0,3.0,0.0,7.0,0.0,10.0,60.0,63.0,80.0,10.0,23.0,211.0,78.0,48.0,20.0,68.0,15.0,4.0,2.09,1.89,1.15,3.0,3.0,1.0,96.0,87.0,87.0,16.0,0.7,0.49,0.49,5.33,5.33,5.31
743,ARI,2023,ARI,ARI,Team Level,4on5,82,0.08,0.11,0.12,24363.0,58.06,4.91,3.1,9.15,1.96,19.88,41.0,4.9,4.91,4.9,61.0,19.0,13.0,93.0,7.0,0.0,0.0,2.0,0.0,15.0,56.0,54.0,73.0,12.0,29.0,194.0,74.0,40.0,16.0,60.0,14.0,6.0,1.39,2.0,1.52,2.0,2.0,3.0,93.0,80.0,80.0,15.0,0.71,0.0,0.0,5.62,5.62,5.62,425.43,54.24,38.38,92.64,14.99,255.16,135.6,48.55,54.24,48.55,408.0,183.0,195.0,786.0,55.0,47.0,6.0,92.0,1.0,227.0,169.0,353.0,536.0,14.0,36.0,270.0,31.0,10.0,57.0,410.0,110.0,71.0,10.64,13.3,30.3,11.0,13.0,31.0,786.0,591.0,591.0,3.0,10.07,9.45,9.55,54.76,54.76,50.35
461,ARI,2021,ARI,ARI,Team Level,all,82,0.42,0.43,0.43,298166.0,2120.77,196.75,147.35,487.51,69.84,1197.86,869.68,189.42,195.02,187.77,2121.0,848.0,936.0,3905.0,206.0,175.0,23.0,447.0,62.0,911.0,1168.0,1915.0,2763.0,315.0,718.0,2105.0,1847.0,548.0,796.0,2231.0,552.0,186.0,64.89,67.67,64.2,71.0,74.0,61.0,3802.69,2969.0,2910.03,428.0,32.09,35.46,35.46,193.37,191.67,187.5,2860.13,275.46,202.51,653.44,92.54,1602.2,1152.85,262.36,280.54,267.21,2910.0,1069.0,1149.0,5128.0,309.0,242.0,47.0,711.0,101.0,1258.0,1358.0,2601.0,3670.0,256.0,606.0,2349.0,1830.0,592.0,772.0,2924.0,774.0,281.0,85.86,93.79,95.81,114.0,95.0,100.0,5281.66,3979.0,4073.46,360.0,44.66,50.43,50.43,269.69,274.21,266.09
460,ARI,2021,ARI,ARI,Team Level,other,82,0.5,0.49,0.49,9832.0,132.22,28.55,9.66,23.88,4.34,67.22,47.34,26.29,28.55,26.29,133.0,48.0,45.0,226.0,22.0,15.0,3.0,23.0,3.0,57.0,61.0,111.0,159.0,9.0,18.0,105.0,43.0,20.0,16.0,107.0,36.0,38.0,4.21,4.42,19.92,3.0,5.0,14.0,226.0,181.0,181.0,6.0,2.73,4.99,4.99,26.29,26.29,24.9,137.37,28.92,9.33,24.78,4.56,69.23,50.17,26.47,28.92,26.47,131.0,56.0,50.0,237.0,22.0,12.0,0.0,32.0,6.0,68.0,47.0,109.0,165.0,7.0,14.0,129.0,26.0,16.0,23.0,95.0,50.0,42.0,4.03,6.61,18.28,6.0,4.0,12.0,237.0,187.0,187.0,8.0,2.74,3.21,3.21,28.44,28.44,26.23
295,ARI,2020,ARI,ARI,Team Level,other,56,0.44,0.45,0.43,7125,80.13,17.23,5.97,13.96,2.49,43.16,27.2,16.68,17.23,16.68,90,20,42,152,17,7,1,14,1,36,35,73,93,11,22,70,25,11,16,60,22,28,2.07,2.6,12.56,2,1,14,152.0,110,110.0,12,1.73,2.35,2.35,16.6,16.6,16.26,99.97,22.33,6.99,17.96,3.43,57.77,34.52,21.32,22.33,21.32,108,35,41,184,28,7,2,24,4,49,31,80,115,8,14,96,20,12,14,85,24,34,2.78,3.06,16.48,7,2,19,184.0,143,143.0,7,2.06,2.61,2.61,21.78,21.78,21.02
746,BOS,2023,BOS,BOS,Team Level,all,82,0.5,0.47,0.48,300161.0,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399.0,984.0,1227.0,4610.0,263.0,264.0,35.0,430.0,14.0,1173.0,1239.0,2136.0,3120.0,320.0,708.0,2298.0,2257.0,516.0,698.0,2397.0,681.0,305.0,69.24,85.55,101.18,79.0,93.0,91.0,4684.95,3383.0,3430.48,314.0,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505.0,1174.0,1418.0,5097.0,221.0,265.0,44.0,582.0,19.0,1332.0,1260.0,2284.0,3458.0,294.0,652.0,2344.0,2381.0,659.0,688.0,2753.0,624.0,302.0,76.87,78.65,97.75,68.0,65.0,88.0,5026.36,3679.0,3638.8,306.0,40.8,56.94,56.94,237.13,235.84,229.53
747,BOS,2023,BOS,BOS,Team Level,5on5,82,0.5,0.47,0.48,240700.0,1881.67,168.42,125.62,459.71,63.73,1007.91,754.61,161.85,171.01,164.28,1797.0,783.0,980.0,3560.0,176.0,211.0,31.0,328.0,10.0,880.0,975.0,1621.0,2404.0,275.0,612.0,1710.0,2066.0,410.0,564.0,1910.0,481.0,189.0,54.71,60.39,53.32,69.0,63.0,44.0,3634.95,2580.0,2627.48,273.0,26.12,45.38,45.38,149.17,151.22,149.0,2073.88,168.84,131.48,533.73,70.82,1109.41,836.71,162.06,167.44,160.72,1921.0,930.0,1158.0,4009.0,135.0,198.0,29.0,471.0,15.0,1046.0,986.0,1786.0,2716.0,258.0,572.0,1783.0,2212.0,548.0,561.0,2215.0,459.0,177.0,61.07,58.59,49.18,56.0,44.0,35.0,3938.36,2851.0,2810.8,260.0,27.35,39.5,40.04,156.15,154.86,151.9
388,BOS,2021,BOS,BOS,Team Level,4on5,82,0.11,0.14,0.16,24207.0,64.23,5.72,3.3,8.99,1.99,21.37,47.64,5.6,5.72,5.6,71.0,18.0,10.0,99.0,4.0,5.0,2.0,10.0,2.0,16.0,52.0,67.0,85.0,14.0,28.0,185.0,103.0,60.0,30.0,67.0,17.0,5.0,2.13,2.33,1.26,1.0,1.0,2.0,99.0,89.0,89.0,23.0,0.75,0.8,0.8,5.67,5.67,5.63,335.46,47.37,29.91,68.38,10.77,203.66,107.43,43.28,47.37,43.28,348.0,127.0,159.0,634.0,43.0,32.0,11.0,70.0,14.0,175.0,141.0,305.0,432.0,14.0,28.0,223.0,37.0,24.0,84.0,328.0,87.0,60.0,7.94,10.24,29.19,7.0,11.0,25.0,634.0,475.0,475.0,10.0,7.79,12.18,12.18,42.46,42.46,40.12
387,BOS,2021,BOS,BOS,Team Level,5on5,82,0.57,0.55,0.56,238017.0,2208.2,178.47,141.64,527.55,71.24,1212.42,912.29,172.48,181.03,174.87,2371.0,710.0,784.0,3865.0,174.0,161.0,40.0,647.0,74.0,907.0,1118.0,2197.0,2907.0,286.0,643.0,2052.0,2025.0,437.0,557.0,2369.0,557.0,155.0,67.26,67.68,43.53,64.0,63.0,47.0,3927.79,3081.0,3125.32,266.0,29.22,35.33,35.36,169.86,171.86,169.11,1731.37,135.36,112.47,417.94,57.31,976.75,725.54,131.92,134.83,131.43,1756.0,689.0,781.0,3226.0,144.0,102.0,21.0,499.0,74.0,719.0,907.0,1612.0,2301.0,264.0,594.0,1710.0,2033.0,557.0,636.0,1908.0,433.0,104.0,53.42,53.02,28.93,56.0,54.0,34.0,3189.91,2445.0,2425.96,320.0,23.16,21.86,21.9,135.24,134.5,132.9
44,BOS,2019,BOS,BOS,Team Level,5on4,70,0.84,0.84,0.82,20479.0,336.64,45.05,29.66,68.31,11.58,209.63,109.77,41.94,45.05,41.94,336.0,138.0,132.0,606.0,51.0,29.0,10.0,61.0,6.0,178.0,149.0,285.0,423.0,12.0,30.0,221.0,22.0,16.0,73.0,317.0,110.0,47.0,7.8,13.01,24.24,7.0,16.0,28.0,606.0,474.0,474.0,4.0,7.69,7.92,7.92,44.83,44.83,42.42,79.6,8.39,3.96,10.49,2.25,23.7,55.22,8.04,8.39,8.04,86.0,18.0,11.0,115.0,6.0,5.0,2.0,7.0,1.0,20.0,65.0,80.0,98.0,9.0,21.0,184.0,88.0,57.0,34.0,73.0,16.0,15.0,2.15,2.05,4.2,2.0,1.0,3.0,115.0,104.0,104.0,28.0,0.92,1.57,1.57,7.73,7.73,7.64
749,BOS,2023,BOS,BOS,Team Level,5on4,82,0.85,0.86,0.84,22791.0,361.08,47.18,34.22,75.95,12.11,212.26,108.28,44.0,47.18,44.0,355.0,135.0,163.0,653.0,49.0,39.0,3.0,62.0,1.0,210.0,129.0,306.0,441.0,16.0,32.0,217.0,30.0,14.0,68.0,308.0,120.0,62.0,8.1,14.84,24.25,3.0,18.0,28.0,653.0,490.0,490.0,5.0,8.9,8.03,8.66,47.43,47.43,45.38,73.43,8.26,3.86,10.48,2.16,21.94,48.3,7.99,8.26,7.99,78.0,17.0,9.0,104.0,5.0,5.0,0.0,6.0,1.0,22.0,56.0,73.0,90.0,6.0,14.0,174.0,87.0,62.0,24.0,61.0,19.0,15.0,1.7,2.41,4.15,0.0,3.0,2.0,104.0,95.0,95.0,23.0,0.9,1.68,1.68,7.47,7.47,7.4
43,BOS,2019,BOS,BOS,Team Level,4on5,70,0.15,0.18,0.2,20599.0,70.06,6.4,3.23,8.79,1.97,22.5,52.12,6.34,6.4,6.34,77.0,18.0,15.0,110.0,5.0,1.0,0.0,6.0,0.0,23.0,60.0,72.0,90.0,13.0,29.0,152.0,64.0,51.0,31.0,73.0,12.0,10.0,2.06,1.47,2.87,0.0,1.0,4.0,110.0,95.0,95.0,25.0,0.76,0.23,0.23,6.93,6.93,6.9,273.49,37.01,24.92,56.25,9.1,166.22,87.56,34.8,37.01,34.8,280.0,102.0,118.0,500.0,32.0,29.0,7.0,61.0,12.0,115.0,133.0,248.0,350.0,15.0,35.0,221.0,44.0,26.0,87.0,274.0,57.0,51.0,7.21,7.03,22.76,6.0,5.0,21.0,500.0,382.0,382.0,11.0,6.46,8.73,8.73,34.68,34.68,33.61
745,BOS,2023,BOS,BOS,Team Level,other,82,0.49,0.46,0.46,12066.0,163.05,33.03,11.01,30.58,5.68,79.87,59.83,31.4,33.03,31.4,174.0,46.0,72.0,292.0,32.0,13.0,1.0,31.0,3.0,68.0,73.0,142.0,188.0,10.0,25.0,176.0,56.0,34.0,37.0,112.0,64.0,44.0,4.36,8.11,20.56,6.0,10.0,16.0,292.0,220.0,220.0,15.0,3.06,4.27,3.64,32.45,32.45,31.22,193.36,34.55,15.04,38.45,6.96,106.29,61.7,32.11,34.55,32.11,177.0,86.0,77.0,340.0,40.0,25.0,7.0,32.0,3.0,84.0,79.0,137.0,223.0,10.0,21.0,149.0,47.0,27.0,28.0,147.0,67.0,49.0,5.82,7.95,20.79,7.0,10.0,23.0,340.0,263.0,263.0,11.0,4.33,7.17,7.17,31.71,31.71,30.43
389,BOS,2021,BOS,BOS,Team Level,5on4,82,0.83,0.84,0.82,21891.0,366.95,40.49,32.88,76.22,12.27,230.99,120.88,38.15,40.49,38.15,372.0,152.0,150.0,674.0,44.0,24.0,7.0,70.0,12.0,201.0,173.0,328.0,480.0,25.0,50.0,241.0,36.0,3.0,60.0,376.0,110.0,38.0,9.67,13.26,17.55,9.0,17.0,18.0,674.0,524.0,524.0,7.0,8.35,5.4,5.4,42.72,42.72,40.67,83.74,8.22,4.36,10.8,2.48,26.71,60.49,8.08,8.22,8.08,93.0,21.0,11.0,125.0,6.0,2.0,1.0,11.0,4.0,21.0,70.0,87.0,108.0,19.0,42.0,152.0,74.0,48.0,30.0,74.0,30.0,10.0,1.88,3.41,2.93,1.0,0.0,5.0,125.0,114.0,114.0,27.0,1.0,0.38,0.38,8.79,8.79,8.74
500,BOS,2022,BOS,BOS,Team Level,other,82,0.53,0.45,0.44,13059.0,158.95,38.12,11.8,26.47,5.26,81.04,53.3,36.36,38.12,36.36,156.0,60.0,68.0,284.0,39.0,13.0,4.0,23.0,5.0,66.0,70.0,117.0,177.0,14.0,28.0,167.0,43.0,26.0,32.0,89.0,75.0,52.0,3.96,9.41,24.75,10.0,6.0,23.0,284.0,216.0,216.0,13.0,3.47,3.65,3.65,37.94,37.94,36.7,196.37,34.14,15.39,37.01,6.86,114.04,64.55,29.86,34.14,29.86,188.0,84.0,80.0,352.0,19.0,23.0,4.0,39.0,9.0,100.0,82.0,169.0,253.0,14.0,28.0,146.0,40.0,34.0,25.0,152.0,78.0,42.0,5.81,9.56,18.78,1.0,8.0,10.0,352.0,272.0,272.0,7.0,4.6,7.02,7.02,31.73,31.73,29.48
